Mw,Rhyp,Vs30,FM,SA(T=0),SA(T=0.01),SA(T=0.015),SA(T=0.02),SA(T=0.03),SA(T=0.04),SA(T=0.05),SA(T=0.06),SA(T=0.075),Sa(T0.09),Sa(T0.1),Sa(T0.15),Sa(T=0.2),Sa(T=0.3),Sa(T=0.4),Sa(T=0.5),Sa(T=0.6),Sa(T=0.7),Sa(T=0.75),Sa(T=0.8),Sa(T=0.9),Sa(T=1),Sa(T=1.2),Sa(T=1.5),Sa(T=2),Sa(T=2.5),Sa(T=3),Sa(T=4)
6.16,346.1101723,635,1,0.0031246,0.003135994,0.003153762,0.00317153,0.00324139,0.003362361,0.003571582,0.004080825,0.005839231,0.006131276,0.005489213,0.009429255,0.007643027,0.006783376,0.008828277,0.004952566,0.00341959,0.003037204,0.002805618,0.002485019,0.001863945,0.00155837,0.001264023,0.0007283211,0.0003078892,0.0001755181,0.000119484,6.917179E-05
6.16,857.6255233,750,1,0.00024629,0.0002478039,0.000250146,0.0002524881,0.0002614678,0.0002802912,0.0003282038,0.0003941622,0.0004623028,0.0005978272,0.0005651531,0.0006214618,0.0007697074,0.0005297727,0.0004952176,0.0002720059,0.0001639698,0.0001084054,0.0001068367,8.830648E-05,5.146854E-05,5.407414E-05,6.059292E-05,4.312423E-05,2.521404E-05,1.832851E-05,8.29036E-06,3.838923E-06
6.16,632.3335902,455,1,0.00094109,0.0009428768,0.0009458329,0.000948789,0.0009630527,0.0009919245,0.001165687,0.001529153,0.00158485,0.001608154,0.001688616,0.00261042,0.002488599,0.003012069,0.003539261,0.001439994,0.00140043,0.001622793,0.002036066,0.001748873,0.0008477641,0.0005164609,0.0003625067,0.0001958132,9.318544E-05,4.336208E-05,3.091539E-05,1.522818E-05
6.16,345.9050541,635,1,0.002522,0.002529527,0.002539798,0.002550069,0.002584516,0.002672762,0.003297278,0.003838314,0.004788587,0.006453183,0.008396092,0.00710749,0.004171103,0.002608545,0.003770165,0.004760901,0.005395838,0.005193576,0.004122734,0.003154316,0.00285516,0.00258199,0.001559153,0.00103637,0.0005613682,0.0002580319,0.0001735358,6.898882E-05
6.19,338.8947484,635,3,0.00056239,0.0005625945,0.0005629967,0.0005633989,0.0005646022,0.0005674824,0.0005817249,0.0006363658,0.0006802042,0.0006455281,0.0006628092,0.0007668858,0.0007479019,0.001321922,0.001248887,0.001449077,0.001163766,0.001202355,0.001247043,0.001375724,0.001411735,0.001720169,0.001994525,0.001363417,0.0007577781,0.0005445927,0.0003461599,0.000126453
5.99,513.530425,635,3,0.00011772,0.0001177968,0.0001179276,0.0001180584,0.0001185724,0.0001195295,0.000122693,0.00012628,0.0001278855,0.0001257412,0.0001286781,0.0001454129,0.0001799691,0.0002368984,0.0002222903,0.0002115514,0.0002478119,0.0002741386,0.0003179047,0.000291907,0.0002575025,0.0003198055,0.0002286386,0.0001941829,0.0002269394,0.0001974772,0.0001259223,6.263592E-05
6.06,671.9596589,635,3,0.00010961,0.0001096588,0.00010972685,0.0001097949,0.0001100237,0.000110348,0.0001107769,0.0001113227,0.0001123271,0.0001134953,0.0001140362,0.0001479469,0.0001713984,0.0001651635,0.0002051372,0.0003345726,0.0003748033,0.0004196036,0.0004490461,0.0004028344,0.000377982,0.0002947781,0.0002049124,0.0001002487,6.844789E-05,4.189981E-05,3.382036E-05,2.892821E-05
6.04,114.8355427,635,3,0.0040692,0.004072628,0.0040794875,0.004086347,0.004103649,0.004121684,0.004338827,0.004582088,0.004991161,0.005199517,0.005547232,0.005964543,0.007778001,0.01006056,0.01199285,0.008624537,0.008088958,0.005865213,0.005499479,0.00471489,0.003741212,0.003617848,0.002774636,0.00206851,0.001425365,0.0008359638,0.0006051402,0.0003222724
6.04,872.1595626,455,3,6.417E-05,6.420343E-05,6.4253195E-05,6.430296E-05,6.447184E-05,6.472565E-05,6.495258E-05,6.517976E-05,6.538969E-05,6.665912E-05,6.867606E-05,0.0001019652,0.0001192589,0.0001315341,0.0001480871,0.0001724227,0.0002499851,0.0002544173,0.0002873675,0.0002514277,0.0001838531,0.0001401478,8.898997E-05,4.231398E-05,5.670483E-05,2.785763E-05,2.134058E-05,1.098893E-05
6.04,465.6581918,635,3,0.00029334,0.0002934157,0.0002935323,0.0002936489,0.0002940396,0.0002945982,0.000295351,0.0002962075,0.0002981151,0.0002993715,0.0003011449,0.0003199521,0.0003249244,0.0004278876,0.0006739449,0.001003528,0.001342642,0.001009133,0.001188429,0.001212254,0.001002405,0.0007311923,0.0005324055,0.0003466959,0.0002569584,0.0001764613,0.0001542385,0.0001124139
6.05,799.6663028,635,3,1.0964E-05,1.0966E-05,1.0968895E-05,1.097179E-05,1.098153E-05,1.099542E-05,1.101338E-05,1.103707E-05,1.10734E-05,1.109852E-05,1.114509E-05,1.153936E-05,1.256336E-05,1.450539E-05,2.030637E-05,2.189424E-05,2.647251E-05,2.245679E-05,2.471273E-05,2.436876E-05,2.705196E-05,3.323734E-05,2.908791E-05,2.895913E-05,2.219508E-05,1.920345E-05,1.503433E-05,1.317959E-05
6.04,106.051803,635,3,0.0023335,0.002339461,0.00234869,0.002357919,0.002391204,0.002447945,0.002544836,0.002619148,0.002801383,0.003704991,0.004428213,0.007086823,0.005081274,0.005561738,0.005866123,0.006129947,0.004215626,0.002405008,0.00195009,0.00175893,0.002164003,0.00205822,0.001435919,0.001203501,0.0008399411,0.0006424886,0.0005977803,0.0003678671
6.04,860.7256027,455,3,5.0531E-05,5.055645E-05,5.0595235E-05,5.063402E-05,5.07647E-05,5.094203E-05,5.108458E-05,5.137106E-05,5.195565E-05,5.222917E-05,5.26604E-05,6.341147E-05,9.102489E-05,0.0001031846,0.0001138213,0.0001165508,0.0001512244,0.0002127482,0.0002192441,0.0001715898,0.000120875,7.322986E-05,4.614669E-05,3.090542E-05,2.135699E-05,1.689241E-05,1.482383E-05,1.426005E-05
6.04,452.8778815,635,3,0.0001411,0.0001411462,0.00014121345,0.0001412807,0.0001415503,0.0001424504,0.000149376,0.000152696,0.0001459665,0.0001549742,0.000155124,0.000167699,0.0002011932,0.0002420223,0.000396718,0.0006154903,0.0006372378,0.000401805,0.0003234409,0.0003258975,0.0003270666,0.0002539502,0.0002272441,0.000187662,0.0001485436,0.000165158,0.0001198415,0.0001050124
6.08,80.9209177,635,3,0.0028183,0.002824405,0.0028340085,0.002843612,0.002872575,0.002950742,0.003476743,0.003807049,0.005617875,0.006127792,0.006808013,0.008156063,0.008939284,0.005838363,0.008001935,0.006409459,0.00619746,0.003369283,0.0034854,0.003291633,0.0029317,0.002616697,0.001713264,0.001333737,0.001265685,0.0006718836,0.0004187583,0.0002248823
6.08,834.2127614,455,3,7.101E-05,7.102876E-05,7.1057005E-05,7.108525E-05,7.117674E-05,7.1284E-05,7.142666E-05,7.204343E-05,7.282472E-05,7.466233E-05,7.487968E-05,0.00010121,0.0001413043,0.0001491788,0.0001997046,0.0002211026,0.0002615047,0.0003037646,0.0002681815,0.0001870327,0.0001452168,9.555851E-05,5.009627E-05,4.573117E-05,3.708632E-05,1.994174E-05,1.067015E-05,6.774442E-06
6.08,428.8782177,635,3,0.00022481,0.0002248538,0.0002249184,0.000224983,0.0002252195,0.0002256656,0.0002270896,0.0002302259,0.0002346859,0.0002387412,0.0002453509,0.0002758931,0.0003008595,0.0003645993,0.0004516097,0.0008335813,0.001019706,0.0006707312,0.000576614,0.0006948675,0.0005376174,0.0006333162,0.0004707505,0.0002319376,0.000124003,8.173053E-05,4.431164E-05,2.49282E-05
6,505.157214,635,2,9.6042E-05,9.614174E-05,9.630244E-05,9.646314E-05,9.708641E-05,9.837587E-05,9.932799E-05,0.0001095637,0.000124459,0.0001602673,0.0001818743,0.0002348655,0.000156153,0.000165514,0.000234165,0.0002922529,0.0002901721,0.0002897548,0.0002635724,0.0002482365,0.0002389461,0.0002609865,0.0002643718,0.0002224814,0.0001256441,0.0001197168,5.98751E-05,4.623026E-05
5.16,723.176129,635,3,1.9094E-06,1.911638E-06,1.915055E-06,1.918472E-06,1.931191E-06,1.949049E-06,1.980611E-06,2.004594E-06,2.075149E-06,2.266585E-06,2.434523E-06,4.824344E-06,7.52241E-06,4.54065E-06,3.494945E-06,5.508559E-06,5.080767E-06,5.194851E-06,6.213E-06,5.692148E-06,4.576399E-06,4.258146E-06,4.804272E-06,2.89471E-06,2.081761E-06,1.912706E-06,1.817526E-06,1.524704E-06
5.16,575.7614199,455,3,8.4813E-06,8.481785E-06,8.4825065E-06,8.483228E-06,8.485837E-06,8.489494E-06,8.494148E-06,8.500166E-06,8.510648E-06,8.524491E-06,8.534651E-06,8.59958E-06,8.691832E-06,9.009039E-06,9.491634E-06,9.912354E-06,1.371498E-05,1.975492E-05,2.363787E-05,2.423224E-05,2.549046E-05,3.306031E-05,2.911037E-05,3.763725E-05,2.258848E-05,1.145444E-05,9.707126E-06,5.133959E-06
5.16,150.85222,455,3,0.0019043,0.001907155,0.001911593,0.001916031,0.001928206,0.001952894,0.001994422,0.002089246,0.002293917,0.002383317,0.00262407,0.004655925,0.007382715,0.00532249,0.005051738,0.004580652,0.004910077,0.005386215,0.006646072,0.006237738,0.004319103,0.002252362,0.001041941,0.0005087756,0.0002520135,0.0001473727,9.164173E-05,5.798114E-05
5.16,690.3320115,455,3,1.6327E-05,1.632835E-05,1.6332115E-05,1.633588E-05,1.63488E-05,1.636781E-05,1.637387E-05,1.639889E-05,1.644233E-05,1.649036E-05,1.651783E-05,1.678186E-05,1.697068E-05,1.851893E-05,2.384532E-05,3.66509E-05,4.459068E-05,5.057868E-05,5.821448E-05,5.664934E-05,6.02574E-05,5.172617E-05,3.986553E-05,3.287987E-05,1.764086E-05,1.444458E-05,1.225556E-05,5.119177E-06
5.44,876.5317454,750,2,9.071E-05,9.112972E-05,9.1853475E-05,9.257723E-05,9.513741E-05,9.906461E-05,0.0001075113,0.0001157368,0.0001314211,0.0001546185,0.0001807709,0.0002706556,0.0002479481,0.0001883141,6.924712E-05,5.567218E-05,4.947989E-05,3.41304E-05,3.05858E-05,2.174926E-05,1.551683E-05,1.208401E-05,7.683992E-06,7.096677E-06,6.599304E-06,6.510086E-06,6.043325E-06,3.619024E-06
5.44,910.7655518,750,2,1.7823E-05,1.785678E-05,1.791027E-05,1.796376E-05,1.816186E-05,1.857606E-05,1.965435E-05,2.100988E-05,2.232029E-05,2.379582E-05,2.472953E-05,4.674392E-05,6.40946E-05,4.999092E-05,4.107866E-05,3.686163E-05,2.646228E-05,2.220869E-05,2.031203E-05,2.069769E-05,1.520771E-05,8.449425E-06,6.935952E-06,4.615733E-06,3.620935E-06,4.381258E-06,4.593498E-06,2.984861E-06
5.44,974.2216962,665,2,6.0418E-05,6.057491E-05,6.0795735E-05,6.101656E-05,6.186628E-05,6.303212E-05,6.472055E-05,7.033721E-05,8.925873E-05,8.951709E-05,9.867111E-05,0.000163801,0.0002738183,0.000193411,8.997651E-05,4.345818E-05,2.374609E-05,1.809322E-05,1.635687E-05,1.374648E-05,1.233933E-05,9.195005E-06,6.52566E-06,4.423111E-06,3.311588E-06,3.919972E-06,3.893009E-06,2.421879E-06
5.44,787.7977375,455,2,8.1837E-05,8.200913E-05,8.2257675E-05,8.250622E-05,8.334107E-05,8.460031E-05,8.704128E-05,9.05514E-05,0.0001048194,0.0001288979,0.0001533039,0.0002212328,0.0002573418,0.0002358575,0.0001991235,0.0002205433,0.00014218,0.0001148939,7.693211E-05,7.082107E-05,6.769018E-05,6.870206E-05,7.776571E-05,5.183049E-05,3.012066E-05,1.82645E-05,1.291547E-05,1.137972E-05
5.44,842.807232,455,2,7.0464E-06,7.0476E-06,7.049345E-06,7.05109E-06,7.056861E-06,7.065492E-06,7.129255E-06,7.129118E-06,8.775697E-06,1.03284E-05,1.186548E-05,1.232492E-05,1.233856E-05,1.301354E-05,1.077738E-05,1.152655E-05,1.423816E-05,1.642368E-05,1.562064E-05,1.67675E-05,1.960104E-05,2.189515E-05,2.428654E-05,2.096576E-05,1.439897E-05,1.333479E-05,1.201279E-05,7.081616E-06
5.44,416.2308109,665,2,0.00071767,0.0007227327,0.00073126595,0.0007397992,0.0007741807,0.0008405854,0.0009937732,0.001146332,0.002483683,0.002796066,0.002720471,0.001467091,0.001360841,0.001474324,0.0003841592,0.0003612766,0.0002304066,0.000271652,0.0002577955,0.0002549716,0.0001961736,0.0001730675,0.0001506912,0.0001281589,7.149181E-05,4.864436E-05,5.620318E-05,3.224714E-05
5.44,421.4302964,665,2,0.00023478,0.0002357995,0.0002374042,0.0002390089,0.0002456484,0.0002573245,0.0003085425,0.0003643263,0.000362562,0.0005834846,0.0006511728,0.0006248856,0.0008508752,0.0006221005,0.0003277868,0.0002290676,0.000237383,0.000194995,0.0001684449,0.0001521447,0.0002127827,0.0001944278,0.0001660769,0.0001060821,0.000110775,5.276417E-05,4.658978E-05,2.397103E-05
5.44,500.5271915,322,2,0.00024328,0.0002436827,0.00024434995,0.0002450172,0.0002472804,0.0002508943,0.0002614544,0.0002788909,0.0003285668,0.0004578101,0.0005372801,0.000711266,0.0007323836,0.0007227499,0.0004719225,0.0005367409,0.0005075,0.0004257972,0.0004418354,0.0004207468,0.0005207896,0.0005060182,0.0003708244,0.0003431668,0.0003211872,0.0002385271,0.00015084,0.0001276155
5.44,959.0412488,750,2,5.0885E-06,5.100731E-06,5.1194895E-06,5.138248E-06,5.204659E-06,5.309483E-06,5.470065E-06,5.707134E-06,6.507949E-06,7.964059E-06,9.890077E-06,1.241743E-05,1.740774E-05,1.656639E-05,1.004738E-05,7.460467E-06,6.69056E-06,6.004082E-06,6.26609E-06,6.365751E-06,5.776213E-06,6.088902E-06,5.684088E-06,6.565936E-06,6.38986E-06,6.412913E-06,7.034977E-06,3.087888E-06
5.44,124.7725178,455,2,0.001277,0.00127806,0.0012809925,0.001283925,0.001305241,0.001335524,0.001357446,0.001443611,0.001519495,0.001683979,0.001756178,0.003440721,0.004648647,0.003861722,0.002410805,0.00235231,0.002372391,0.001978569,0.001627216,0.001690184,0.001298941,0.001253991,0.0009058411,0.0006980067,0.000345773,0.0002118223,0.0001357299,8.576246E-05
5.44,352.3881862,750,2,0.00012133,0.0001222144,0.0001235511,0.0001248878,0.0001301524,0.000139492,0.0001823241,0.0002727087,0.0003872093,0.0003095054,0.0002946854,0.0002763687,0.0002642641,0.0002817806,0.0001718913,0.0001607708,0.0001326052,0.0001315602,0.0001062219,9.509022E-05,9.706181E-05,8.025707E-05,8.349646E-05,9.428791E-05,5.976365E-05,3.526144E-05,2.465662E-05,1.805868E-05
5.44,802.1983316,455,2,1.9352E-05,1.935582E-05,1.9361415E-05,1.936701E-05,1.938632E-05,1.941491E-05,1.941462E-05,1.946616E-05,1.959669E-05,1.984044E-05,1.939476E-05,2.049891E-05,2.129618E-05,2.518158E-05,2.555349E-05,2.932163E-05,3.625952E-05,3.795698E-05,3.656402E-05,3.723402E-05,4.352965E-05,5.160329E-05,7.652146E-05,7.462854E-05,4.343859E-05,2.821671E-05,2.083115E-05,1.233889E-05
5.44,385.2726671,455,2,0.00034975,0.0003521023,0.00035588,0.0003596577,0.0003740395,0.0003982676,0.0004654186,0.0005556638,0.0007748542,0.0009506366,0.00127906,0.0010723,0.001006523,0.0009982786,0.0003054526,0.0002627981,0.0002910882,0.0002572333,0.0002347645,0.0002191227,0.0001956342,0.0001888814,0.0002112634,0.0002522384,0.0001878634,0.0001017034,7.555611E-05,5.034365E-05
5.44,826.4113859,453,2,4.2726E-05,4.280424E-05,4.2951555E-05,4.309887E-05,4.362037E-05,4.463833E-05,4.717321E-05,5.819773E-05,7.856573E-05,0.0001198018,0.0001310075,0.0001377763,0.0001425938,9.640257E-05,5.62914E-05,4.445984E-05,4.927005E-05,6.39425E-05,5.464879E-05,4.323109E-05,2.570977E-05,2.227483E-05,1.460886E-05,1.470864E-05,9.417152E-06,8.194083E-06,6.078737E-06,5.779459E-06
5.44,922.2118248,455,2,1.3789E-05,1.382311E-05,1.3874885E-05,1.392666E-05,1.410963E-05,1.441491E-05,1.504219E-05,1.577481E-05,1.697077E-05,1.9191E-05,2.272909E-05,2.999694E-05,3.854311E-05,4.568472E-05,4.023758E-05,3.382822E-05,2.103564E-05,1.677315E-05,1.402787E-05,1.149401E-05,1.054209E-05,8.890044E-06,6.912366E-06,4.466416E-06,5.093611E-06,5.744664E-06,5.842809E-06,2.387861E-06
5.44,689.5426869,455,2,5.7168E-05,5.739064E-05,5.773508E-05,5.807952E-05,5.927893E-05,6.108233E-05,6.490245E-05,7.073693E-05,7.192959E-05,9.881301E-05,0.0001148347,0.0001545028,0.0001774415,0.0001464498,9.033317E-05,7.584661E-05,4.051087E-05,4.988524E-05,4.267577E-05,3.344064E-05,2.902668E-05,1.970362E-05,1.760303E-05,1.698995E-05,1.763782E-05,1.278917E-05,1.195945E-05,8.285023E-06
5.44,554.9744818,455,2,0.00017665,0.0001768305,0.0001771143,0.0001773981,0.0001783944,0.0001799506,0.0001821386,0.0001822651,0.0001873714,0.0002000346,0.0002184577,0.0002837806,0.0003511834,0.0005240776,0.0005058652,0.0003100648,0.0003534378,0.0003660833,0.0003321868,0.00026318,0.0001778905,0.000118993,7.785854E-05,4.457672E-05,3.089817E-05,2.314254E-05,2.045837E-05,1.303229E-05
5.44,663.0440263,455,2,0.00016363,0.0001642235,0.0001652141,0.0001662047,0.0001693675,0.0001750319,0.0001848382,0.0001944506,0.0002461807,0.0002645887,0.0003199756,0.0005686631,0.000677861,0.0003046269,0.0001450863,8.559933E-05,6.214053E-05,5.464458E-05,4.997205E-05,4.977349E-05,6.397343E-05,5.732758E-05,3.672917E-05,2.833386E-05,2.026646E-05,1.322931E-05,1.155539E-05,1.337511E-05
5.44,562.3257096,399,2,0.00010023,0.0001004913,0.00010090045,0.0001013096,0.000102738,0.0001052702,0.0001087881,0.0001205192,0.0001423524,0.0001821697,0.000236036,0.0003473384,0.0003615181,0.0002858393,0.0002001802,0.0001568305,0.0001538664,0.000147028,0.0001413565,0.0001639704,0.0001323599,0.0001360113,0.0001353477,0.0001145287,0.0001640666,0.0001034464,8.997587E-05,6.163484E-05
5.44,658.4943127,455,2,4.8969E-05,4.919394E-05,4.9510335E-05,4.982673E-05,5.124401E-05,5.367116E-05,5.969962E-05,6.300753E-05,9.123204E-05,0.000106089,0.0001323499,0.000135506,0.0001180116,0.0001602697,0.0001349433,9.680042E-05,7.699933E-05,6.739688E-05,7.22422E-05,6.809754E-05,5.366944E-05,5.841815E-05,6.040437E-05,4.543702E-05,2.491466E-05,1.861564E-05,1.16637E-05,6.322932E-06
5.44,830.8875125,750,2,2.7571E-05,2.766905E-05,2.7821035E-05,2.797302E-05,2.851262E-05,2.934025E-05,3.05221E-05,3.291066E-05,3.813399E-05,4.665797E-05,5.678412E-05,7.918352E-05,9.647126E-05,7.117341E-05,4.726173E-05,3.619237E-05,3.526173E-05,2.371838E-05,2.453873E-05,2.371227E-05,1.782425E-05,1.236459E-05,1.072173E-05,1.085181E-05,1.037949E-05,9.047701E-06,5.864179E-06,3.728637E-06
5.44,652.5098955,635,2,0.00015276,0.0001532036,0.00015390055,0.0001545975,0.0001570552,0.0001625294,0.0001815373,0.0002002268,0.0002273547,0.0002669888,0.0002762921,0.0004747251,0.0006224274,0.0001856587,0.0001002905,0.000101302,5.108231E-05,5.174505E-05,4.810718E-05,4.181099E-05,4.806318E-05,3.945601E-05,4.040035E-05,2.546788E-05,2.603556E-05,2.086903E-05,1.880379E-05,1.245636E-05
5.44,738.9549076,455,2,9.0983E-05,9.117525E-05,9.1470195E-05,9.176514E-05,9.278652E-05,9.428504E-05,9.638895E-05,9.971003E-05,0.0001057933,0.0001262406,0.000143304,0.0001909449,0.0002487965,0.000418138,0.0002116574,0.0001752634,6.903039E-05,5.587436E-05,5.788099E-05,5.17047E-05,3.179289E-05,2.51774E-05,2.160404E-05,2.092842E-05,2.206536E-05,2.44448E-05,1.642842E-05,1.015953E-05
5.44,792.8865469,455,2,8.3166E-05,8.330498E-05,8.3522835E-05,8.374069E-05,8.448277E-05,8.553496E-05,8.686919E-05,9.078476E-05,9.565771E-05,0.00011275,0.0001049878,0.0001849404,0.0002434416,0.0002826139,0.0002378543,0.00010698,9.235428E-05,6.953357E-05,5.379011E-05,3.991882E-05,2.5414E-05,1.636224E-05,1.21161E-05,5.910236E-06,3.249031E-06,2.221002E-06,2.478104E-06,7.296931E-07
5.44,891.2739794,665,2,3.1018E-05,3.107987E-05,3.117402E-05,3.126817E-05,3.156742E-05,3.19674E-05,3.357649E-05,3.392154E-05,3.51934E-05,4.426478E-05,4.797046E-05,7.078205E-05,9.201596E-05,8.174883E-05,8.29567E-05,4.618265E-05,4.850887E-05,4.56042E-05,4.073413E-05,3.995955E-05,2.478879E-05,1.645794E-05,1.143759E-05,6.952275E-06,4.655757E-06,3.088766E-06,3.65815E-06,2.375624E-06
5.44,956.9997068,351,2,1.7029E-05,1.705735E-05,1.710128E-05,1.714521E-05,1.729495E-05,1.751245E-05,1.778581E-05,1.80451E-05,1.897786E-05,2.07084E-05,2.592248E-05,3.894933E-05,4.703032E-05,4.461269E-05,5.315157E-05,2.979086E-05,2.083926E-05,1.493707E-05,1.380138E-05,1.349475E-05,1.104916E-05,1.154221E-05,9.804088E-06,1.024432E-05,9.094155E-06,1.578351E-05,1.083648E-05,5.731527E-06
5.44,645.8488201,455,2,0.00012218,0.0001224382,0.00012285045,0.0001232627,0.000124609,0.0001268449,0.0001296153,0.0001318031,0.000154605,0.0001742798,0.0002226461,0.0003808802,0.0004527623,0.0002338203,0.0003282364,0.0002376054,0.0001944005,0.0001923787,0.0001742586,0.0001535565,9.682765E-05,8.270846E-05,6.742283E-05,5.791911E-05,4.552546E-05,2.697802E-05,1.753492E-05,1.190657E-05
5.44,748.6214536,455,2,0.00012085,0.0001210391,0.0001213116,0.0001215841,0.0001227548,0.0001244456,0.0001265458,0.0001289914,0.0001331857,0.0001383746,0.0001419156,0.0002393297,0.0003167279,0.0003190804,0.0002517775,0.0001916342,0.0001569371,0.0001054286,9.651529E-05,9.35359E-05,5.369552E-05,5.261641E-05,3.394665E-05,2.227249E-05,1.780575E-05,1.524286E-05,1.91151E-05,9.934538E-06
5.44,382.5655096,455,2,0.00086978,0.0008743551,0.0008814929,0.0008886307,0.0009140924,0.0009537553,0.001001795,0.001105372,0.001362147,0.00190571,0.002268099,0.003307117,0.002452105,0.001239656,0.000906746,0.0005437108,0.0007110504,0.0005946656,0.0007036261,0.0006352623,0.0006145196,0.0005784581,0.0006414648,0.0005077531,0.0002192845,0.0001212792,0.0001154847,3.976635E-05
5.44,803.7745017,455,2,7.0728E-05,7.085146E-05,7.1055195E-05,7.125893E-05,7.198342E-05,7.308264E-05,7.49661E-05,7.504888E-05,8.152029E-05,9.608285E-05,0.0001089879,0.0001551018,0.0002338614,0.0002077067,0.0001246572,6.475439E-05,4.712951E-05,4.210413E-05,3.231579E-05,3.195983E-05,2.503258E-05,2.177314E-05,1.565099E-05,1.288405E-05,1.48074E-05,1.057804E-05,1.250245E-05,7.142757E-06
5.44,870.3116883,750,2,5.3619E-05,5.380519E-05,5.413232E-05,5.445945E-05,5.56503E-05,5.771381E-05,6.054172E-05,6.603628E-05,7.354785E-05,8.814682E-05,9.748637E-05,0.0001974736,0.0001592526,0.0001263,7.932309E-05,5.449396E-05,5.123191E-05,2.844541E-05,3.256053E-05,3.157612E-05,2.013479E-05,1.382673E-05,8.938712E-06,6.526991E-06,7.438223E-06,1.011356E-05,7.420487E-06,3.596023E-06
5.44,642.5823078,455,2,8.3271E-05,8.394805E-05,8.50068E-05,8.606555E-05,8.989729E-05,9.735586E-05,0.0001147331,0.000148678,0.0002173923,0.0003390352,0.000334764,0.0002360234,0.000180567,0.0001257944,9.465222E-05,8.500004E-05,7.854565E-05,6.325365E-05,7.077237E-05,6.775631E-05,5.465964E-05,5.359016E-05,6.748711E-05,5.352955E-05,4.062609E-05,3.813437E-05,2.48195E-05,1.095195E-05
5.44,786.4103044,750,2,1.0041E-05,1.004136E-05,1.00425E-05,1.004364E-05,1.004794E-05,1.005518E-05,1.015851E-05,1.027653E-05,1.139932E-05,1.493703E-05,1.57631E-05,1.82113E-05,2.019307E-05,2.044514E-05,1.779313E-05,1.49345E-05,1.783174E-05,2.085819E-05,2.370504E-05,2.375698E-05,2.7874E-05,2.966932E-05,3.09372E-05,3.212643E-05,3.155384E-05,2.106787E-05,1.400445E-05,7.047061E-06
5.44,821.7659792,455,2,6.2818E-05,6.292002E-05,6.3062315E-05,6.320461E-05,6.372575E-05,6.451935E-05,6.528357E-05,6.724364E-05,7.131302E-05,8.458966E-05,9.206455E-05,0.0001255944,0.0001329199,0.0002382768,0.000159146,0.0001385488,8.149778E-05,5.101819E-05,4.123049E-05,3.69953E-05,3.289099E-05,3.008511E-05,3.034078E-05,1.559003E-05,1.065541E-05,9.824321E-06,1.011419E-05,5.792294E-06
5.44,863.0970573,399,2,5.4823E-05,5.496699E-05,5.518871E-05,5.541043E-05,5.61839E-05,5.743399E-05,5.880806E-05,5.996097E-05,6.812034E-05,7.967566E-05,8.722544E-05,0.0001420894,0.0001333787,0.000176231,0.0001032765,6.376229E-05,4.227528E-05,3.610353E-05,3.169697E-05,2.944565E-05,3.142816E-05,2.449117E-05,2.389698E-05,1.668578E-05,1.166831E-05,9.4864E-06,7.206119E-06,5.365805E-06
5.44,843.8105348,750,2,1.8247E-05,1.829946E-05,1.8382165E-05,1.846487E-05,1.876295E-05,1.931152E-05,2.014801E-05,2.111754E-05,2.531228E-05,4.095986E-05,4.218841E-05,5.30016E-05,4.464489E-05,4.926712E-05,2.980283E-05,2.572785E-05,1.506825E-05,1.382487E-05,1.394866E-05,1.240304E-05,1.635742E-05,1.759194E-05,2.086571E-05,2.492174E-05,1.78034E-05,1.844E-05,1.395299E-05,7.37137E-06
